Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,CLEAN_DESC,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,STANDARDIZED_DIMENSIONS,STAGE1_STATUS
565796,565796 60W Led A19 Med 20k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565796 60W Led A19 Med 20k,Phillips Lighting,Phillips Lighting,565796,565796 60W Led A19 Med 20k,NORMALIZED
576389,576389 100/200/300 Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576389 100/200/300 Led Med 27k,Phillips Lighting,Phillips Lighting,576389,576389 100/200/300 Led Med 27k,NORMALIZED
564492,564492 75W Adj Base 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564492 75W Adj Base 27k 3pk,Phillips Lighting,Phillips Lighting,564492,564492 75W Adj Base 27k 3pk,NORMALIZED
603449,603449 Wiz 60W Led Med Clr Ch,-- Unbranded --,-- No Unilog Brand --,Wiz,Phillips Lighting (5831),603449 Wiz 60W Led Med Clr Ch,Phillips Lighting,Phillips Lighting,603449,603449 Wiz 60W Led Med Clr Ch,NORMALIZED
586909,586909 Led 60W Med A19 27K,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),586909 Led 60W Med A19 27K,Phillips Lighting,Phillips Lighting,586909,586909 Led 60W Med A19 27K,NORMALIZED
566364,566364 75W Led ST19 27k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),566364 75W Led ST19 27k 4pk,Phillips Lighting,Phillips Lighting,566364,566364 75W Led ST19 27k 4pk,NORMALIZED
576397,576394 100/200/300 Led A23 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576394 100/200/300 Led A23 50k,Phillips Lighting,Phillips Lighting,576397,576394 100/200/300 Led A23 50k,NORMALIZED
571497,571497 150W Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),571497 150W Led Med 27k,Phillips Lighting,Phillips Lighting,571497,571497 150W Led Med 27k,NORMALIZED
576306,576306 40W Led A19 5CCT 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576306 40W Led A19 5CCT 4pk,Phillips Lighting,Phillips Lighting,576306,576306 40W Led A19 5CCT 4pk,NORMALIZED
588533,588533 40W Led Cand 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),588533 40W Led Cand 3pk,Phillips Lighting,Phillips Lighting,588533,588533 40W Led Cand 3pk,NORMALIZED
576520,576520 65W Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576520 65W Led Med 27k,Phillips Lighting,Phillips Lighting,576520,576520 65W Led Med 27k,NORMALIZED
574004,574004 75W Led ST19 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),574004 75W Led ST19 27k 2pk,Phillips Lighting,Phillips Lighting,574004,574004 75W Led ST19 27k 2pk,NORMALIZED
574012,574012 75W Led ST19 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),574012 75W Led ST19 50k 2pk,Phillips Lighting,Phillips Lighting,574012,574012 75W Led ST19 50k 2pk,NORMALIZED
573971,573971 75W Led ST19 20k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573971 75W Led ST19 20k 4pk,Phillips Lighting,Phillips Lighting,573971,573971 75W Led ST19 20k 4pk,NORMALIZED
573989,573989 40W Led Med 27K 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573989 40W Led Med 27K 4pk,Phillips Lighting,Phillips Lighting,573989,573989 40W Led Med 27K 4pk,NORMALIZED
576769,576769 65W Led BR30 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576769 65W Led BR30 Med 27k,Phillips Lighting,Phillips Lighting,576769,576769 65W Led BR30 Med 27k,NORMALIZED
567446,567446 60W Led Med 50K 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),567446 60W Led Med 50K 3pk,Phillips Lighting,Phillips Lighting,567446,567446 60W Led Med 50K 3pk,NORMALIZED
573997,573997 40W Led Med 50k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573997 40W Led Med 50k 4pk,Phillips Lighting,Phillips Lighting,573997,573997 40W Led Med 50k 4pk,NORMALIZED
571463,571463 100W Led BR30 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),571463 100W Led BR30 Med 50k,Phillips Lighting,Phillips Lighting,571463,571463 100W Led BR30 Med 50k,NORMALIZED
576512,576512 65W Led BR40 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576512 65W Led BR40 Med 27k,Phillips Lighting,Phillips Lighting,576512,576512 65W Led BR40 Med 27k,NORMALIZED
581181,581181 40W Led Med 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),581181 40W Led Med 2pk,Phillips Lighting,Phillips Lighting,581181,581181 40W Led Med 2pk,NORMALIZED
GT-CB-100C,GTCB100C Led 100W Cob Bulb,-- Unbranded --,-- No Unilog Brand --,GT-Lite,Keystone (5702),GTCB100C Led 100W Cob Bulb,Keystone,Keystone,GT-CB-100C,GTCB100C Led 100W Cob Bulb,NORMALIZED
566430,566430 75W Led Med 50k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),566430 75W Led Med 50k 4pk,Phillips Lighting,Phillips Lighting,566430,566430 75W Led Med 50k 4pk,NORMALIZED
568337,568337 120W Led Par38 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),568337 120W Led Par38 Med 50k,Phillips Lighting,Phillips Lighting,568337,568337 120W Led Par38 Med 50k,NORMALIZED
565788,565788 40W Led A19 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565788 40W Led A19 Med 27k,Phillips Lighting,Phillips Lighting,565788,565788 40W Led A19 Med 27k,NORMALIZED
565770,565770 40W Led A19 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565770 40W Led A19 Med 50k,Phillips Lighting,Phillips Lighting,565770,565770 40W Led A19 Med 50k,NORMALIZED
573436,573436 60W Led A19 Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573436 60W Led A19 Med 27k 2pk,Phillips Lighting,Phillips Lighting,573436,573436 60W Led A19 Med 27k 2pk,NORMALIZED
576538,576538 65W Led BR30 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576538 65W Led BR30 Med 50k,Phillips Lighting,Phillips Lighting,576538,576538 65W Led BR30 Med 50k,NORMALIZED
573451,573451 40W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573451 40W Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,573451,573451 40W Led Med 27k 2pk,NORMALIZED
586883,586883 100W Led Multi CCT 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),586883 100W Led Multi CCT 2pk,Phillips Lighting,Phillips Lighting,586883,586883 100W Led Multi CCT 2pk,NORMALIZED
586859,586859 40W Led Med 27K Back Up,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),586859 40W Led Med 27K Back Up,Phillips Lighting,Phillips Lighting,586859,586859 40W Led Med 27K Back Up,NORMALIZED
576488,576488 45W Led R20 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576488 45W Led R20 Med 50k,Phillips Lighting,Phillips Lighting,576488,576488 45W Led R20 Med 50k,NORMALIZED
575217,575217 60W Led Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),575217 60W Led Med 50k 2pk,Phillips Lighting,Phillips Lighting,575217,575217 60W Led Med 50k 2pk,NORMALIZED
586479,586479 90W Led Med Multi CCT,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),586479 90W Led Med Multi CCT,Phillips Lighting,Phillips Lighting,586479,586479 90W Led Med Multi CCT,NORMALIZED
571471,571471 100W Led BR30 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),571471 100W Led BR30 Med 27k,Phillips Lighting,Phillips Lighting,571471,571471 100W Led BR30 Med 27k,NORMALIZED
570762,570762 50W Led Par16 30k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),570762 50W Led Par16 30k 3pk,Phillips Lighting,Phillips Lighting,570762,570762 50W Led Par16 30k 3pk,NORMALIZED
533352,571505 150W Led Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),571505 150W Led Med 50k,Phillips Lighting,Phillips Lighting,533352,571505 150W Led Med 50k,NORMALIZED
573519,573519 100W Led A21 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573519 100W Led A21 27k 2pk,Phillips Lighting,Phillips Lighting,573519,573519 100W Led A21 27k 2pk,NORMALIZED
573378,573378 60W Led Med 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573378 60W Led Med 27k 3pk,Phillips Lighting,Phillips Lighting,573378,573378 60W Led Med 27k 3pk,NORMALIZED
565622,565622 60W Led Med 20k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565622 60W Led Med 20k,Phillips Lighting,Phillips Lighting,565622,565622 60W Led Med 20k,NORMALIZED
586891,586891 Led 60W Med A19 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),586891 Led 60W Med A19 27k,Phillips Lighting,Phillips Lighting,586891,586891 Led 60W Med A19 27k,NORMALIZED
585448,585448 120W Led Motion Bulb,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),585448 120W Led Motion Bulb,Phillips Lighting,Phillips Lighting,585448,585448 120W Led Motion Bulb,NORMALIZED
573444,573444 60W Led A19 Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573444 60W Led A19 Med 50k 2pk,Phillips Lighting,Phillips Lighting,573444,573444 60W Led A19 Med 50k 2pk,NORMALIZED
566687,566687 60W Cand Led 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),566687 60W Cand Led 27k 3pk,Phillips Lighting,Phillips Lighting,566687,566687 60W Cand Led 27k 3pk,NORMALIZED
564385,564385 40w Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564385 40w Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,564385,564385 40w Led Med 27k 2pk,NORMALIZED
566661,566661 40W LED Cand 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),566661 40W LED Cand 27k 3pk,Phillips Lighting,Phillips Lighting,566661,566661 40W LED Cand 27k 3pk,NORMALIZED
564898,564898 60W Cand Led 50k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564898 60W Cand Led 50k 3pk,Phillips Lighting,Phillips Lighting,564898,564898 60W Cand Led 50k 3pk,NORMALIZED
538319,588525 40W Led Cand 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),588525 40W Led Cand 3pk,Phillips Lighting,Phillips Lighting,538319,588525 40W Led Cand 3pk,NORMALIZED
576009,576009 100W Led Par30L Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576009 100W Led Par30L Med 50k,Phillips Lighting,Phillips Lighting,576009,576009 100W Led Par30L Med 50k,NORMALIZED
564450,564450 40W Led Cand 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564450 40W Led Cand 27k 2pk,Phillips Lighting,Phillips Lighting,564450,564450 40W Led Cand 27k 2pk,NORMALIZED
572669,572669 60W Led F15 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),572669 60W Led F15 Med 27k,Phillips Lighting,Phillips Lighting,572669,572669 60W Led F15 Med 27k,NORMALIZED
564906,564906 60W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564906 60W Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,564906,564906 60W Led Med 27k 2pk,NORMALIZED
573410,573410 40W Led A19 Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573410 40W Led A19 Med 27k 2pk,Phillips Lighting,Phillips Lighting,573410,573410 40W Led A19 Med 27k 2pk,NORMALIZED
576504,576504 65W Led BR40 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576504 65W Led BR40 Med 50k,Phillips Lighting,Phillips Lighting,576504,576504 65W Led BR40 Med 50k,NORMALIZED
576017,576017 100W Led Par30L Med 30k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576017 100W Led Par30L Med 30k,Phillips Lighting,Phillips Lighting,576017,576017 100W Led Par30L Med 30k,NORMALIZED
574392,574392 40W Led B11 Med 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),574392 40W Led B11 Med 27k 3pk,Phillips Lighting,Phillips Lighting,574392,574392 40W Led B11 Med 27k 3pk,NORMALIZED
576751,576751 65W Led BR30 Med 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),576751 65W Led BR30 Med 3pk,Phillips Lighting,Phillips Lighting,576751,576751 65W Led BR30 Med 3pk,NORMALIZED
583161,583161 Led 65W Med BR30 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),583161 Led 65W Med BR30 3pk,Phillips Lighting,Phillips Lighting,583161,583161 Led 65W Med BR30 3pk,NORMALIZED
566695,566695 60W Led Med 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),566695 60W Led Med 27k 3pk,Phillips Lighting,Phillips Lighting,566695,566695 60W Led Med 27k 3pk,NORMALIZED
577007,577007 125W Led Med 30k Flood,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),577007 125W Led Med 30k Flood,Phillips Lighting,Phillips Lighting,577007,577007 125W Led Med 30k Flood,NORMALIZED
566653,566653 25W Led Cand 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),566653 25W Led Cand 27k 3pk,Phillips Lighting,Phillips Lighting,566653,566653 25W Led Cand 27k 3pk,NORMALIZED
566679,566679 40W Led Med 27k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),566679 40W Led Med 27k 3pk,Phillips Lighting,Phillips Lighting,566679,566679 40W Led Med 27k 3pk,NORMALIZED
573311,573311 60W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573311 60W Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,573311,573311 60W Led Med 27k 2pk,NORMALIZED
573394,573394 60W Led Cand 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573394 60W Led Cand 27k 2pk,Phillips Lighting,Phillips Lighting,573394,573394 60W Led Cand 27k 2pk,NORMALIZED
573329,573329 60W Cand Led 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573329 60W Cand Led 27k 2pk,Phillips Lighting,Phillips Lighting,573329,573329 60W Cand Led 27k 2pk,NORMALIZED
564930,564930 40W Cand Led 50k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564930 40W Cand Led 50k 3pk,Phillips Lighting,Phillips Lighting,564930,564930 40W Cand Led 50k 3pk,NORMALIZED
565000,565000 60W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565000 60W Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,565000,565000 60W Led Med 27k 2pk,NORMALIZED
564922,564922 60W Led BA11 50k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564922 60W Led BA11 50k 3pk,Phillips Lighting,Phillips Lighting,564922,564922 60W Led BA11 50k 3pk,NORMALIZED
573295,573295 40W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573295 40W Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,573295,573295 40W Led Med 27k 2pk,NORMALIZED
564914,564914 60W Med Led 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564914 60W Med Led 50k 2pk,Phillips Lighting,Phillips Lighting,564914,564914 60W Med Led 50k 2pk,NORMALIZED
573485,573485 60W Led A19 Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573485 60W Led A19 Med 50k 2pk,Phillips Lighting,Phillips Lighting,573485,573485 60W Led A19 Med 50k 2pk,NORMALIZED
573337,573337 40W Led G25 Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573337 40W Led G25 Med 50k 2pk,Phillips Lighting,Phillips Lighting,573337,573337 40W Led G25 Med 50k 2pk,NORMALIZED
544874,544874 32W Led T8 UBulb 40k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),544874 32W Led T8 UBulb 40k,Phillips Lighting,Phillips Lighting,544874,544874 32W Led T8 UBulb 40k,NORMALIZED
570846,570846 50W Led Med 22K 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),570846 50W Led Med 22K 2pk,Phillips Lighting,Phillips Lighting,570846,570846 50W Led Med 22K 2pk,NORMALIZED
565473,565473 60W Led A19 Bulb 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565473 60W Led A19 Bulb 2pk,Phillips Lighting,Phillips Lighting,565473,565473 60W Led A19 Bulb 2pk,NORMALIZED
573402,573402 60W Led Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573402 60W Led Med 50k 2pk,Phillips Lighting,Phillips Lighting,573402,573402 60W Led Med 50k 2pk,NORMALIZED
573352,573352 40W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573352 40W Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,573352,573352 40W Led Med 27k 2pk,NORMALIZED
573428,573428 40W Med Led 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573428 40W Med Led 50k 2pk,Phillips Lighting,Phillips Lighting,573428,573428 40W Med Led 50k 2pk,NORMALIZED
573386,573386 60W Led Med 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573386 60W Led Med 27k 2pk,Phillips Lighting,Phillips Lighting,573386,573386 60W Led Med 27k 2pk,NORMALIZED
564948,564948 40W Led Med 50k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564948 40W Led Med 50k 3pk,Phillips Lighting,Phillips Lighting,564948,564948 40W Led Med 50k 3pk,NORMALIZED
573303,573303 40W Led Cand 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573303 40W Led Cand 27k 2pk,Phillips Lighting,Phillips Lighting,573303,573303 40W Led Cand 27k 2pk,NORMALIZED
573188,573188 250W Led Par38 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573188 250W Led Par38 Med 50k,Phillips Lighting,Phillips Lighting,573188,573188 250W Led Par38 Med 50k,NORMALIZED
573469,573469 40W Led A19 Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573469 40W Led A19 Med 50k 2pk,Phillips Lighting,Phillips Lighting,573469,573469 40W Led A19 Med 50k 2pk,NORMALIZED
565671,565671 25W Led Med 20K,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565671 25W Led Med 20K,Phillips Lighting,Phillips Lighting,565671,565671 25W Led Med 20K,NORMALIZED
573204,573204 75W Led Par20 Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573204 75W Led Par20 Med 50k,Phillips Lighting,Phillips Lighting,573204,573204 75W Led Par20 Med 50k,NORMALIZED
581199,581199 60W Led Med 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),581199 60W Led Med 2pk,Phillips Lighting,Phillips Lighting,581199,581199 60W Led Med 2pk,NORMALIZED
565887,565887 60W Led Med 20k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565887 60W Led Med 20k,Phillips Lighting,Phillips Lighting,565887,565887 60W Led Med 20k,NORMALIZED
586867,586867 60W Led Med 27K,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),586867 60W Led Med 27K,Phillips Lighting,Phillips Lighting,586867,586867 60W Led Med 27K,NORMALIZED
568451,5686451 50W Led Med 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),5686451 50W Led Med 50k 2pk,Phillips Lighting,Phillips Lighting,568451,5686451 50W Led Med 50k 2pk,NORMALIZED
568444,568444 90W Led Par38 50k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),568444 90W Led Par38 50k 2pk,Phillips Lighting,Phillips Lighting,568444,568444 90W Led Par38 50k 2pk,NORMALIZED
573196,573196 75W Led Med 30K,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),573196 75W Led Med 30K,Phillips Lighting,Phillips Lighting,573196,573196 75W Led Med 30K,NORMALIZED
564500,564500 75W Adj Base 50k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),564500 75W Adj Base 50k 3pk,Phillips Lighting,Phillips Lighting,564500,564500 75W Adj Base 50k 3pk,NORMALIZED
571513,571513 40/60/100 Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),571513 40/60/100 Led Med 27k,Phillips Lighting,Phillips Lighting,571513,571513 40/60/100 Led Med 27k,NORMALIZED
588566,588566 40W Led Med 55k 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),588566 40W Led Med 55k 3pk,Phillips Lighting,Phillips Lighting,588566,588566 40W Led Med 55k 3pk,NORMALIZED
565655,565655 25W Led A15 Med 20k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565655 25W Led A15 Med 20k,Phillips Lighting,Phillips Lighting,565655,565655 25W Led A15 Med 20k,NORMALIZED
565812,565812 60W Med Led 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),565812 60W Med Led 50k,Phillips Lighting,Phillips Lighting,565812,565812 60W Med Led 50k,NORMALIZED
586917,586917 40W Led Cand 27K 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),586917 40W Led Cand 27K 2pk,Phillips Lighting,Phillips Lighting,586917,586917 40W Led Cand 27K 2pk,NORMALIZED
46719,49719 Wall Light Motion Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Maxsa Innovations (MAXIN),49719 Wall Light Motion Wh,Maxsa Innovations,Maxsa Innovations,46719,49719 Wall Light Motion Wh,NORMALIZED
59061BSL,59061BSL Kichler Ext Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),59061BSL Kichler Ext Wall Lt,Kichler Lighting LLC,Kichler®,59061BSL,59061BSL Kichler E x t Wall Lt,NORMALIZED
59062BSL,59062BSL Kichler Ext Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),59062BSL Kichler Ext Wall Lt,Kichler Lighting LLC,Kichler®,59062BSL,59062BSL Kichler E x t Wall Lt,NORMALIZED
59124BKT,59124BKT Kichler Ext Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),59124BKT Kichler Ext Wall Lt,Kichler Lighting LLC,Kichler®,59124BKT,59124BKT Kichler E x t Wall Lt,NORMALIZED
59025BK,59025BK Kichler Post Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),59025BK Kichler Post Lt,Kichler Lighting LLC,Kichler®,59025BK,59025BK Kichler Post Lt,NORMALIZED
DCL183,Dewalt DCL183 Light - Rechargeable,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Dewalt DCL183 Light - Rechargeable,Stanley Black & Decker,DEWALT®,DCL183,Dewalt DCL183 Light - Rechargeable,NORMALIZED
73020,73020 Nano Clip Light Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Streamlight (7277),73020 Nano Clip Light Bk,"Streamlight, Inc.",Streamlight®,73020,73020 Nano Clip Light Bk,NORMALIZED
NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,ACG Brands (1154),NEBFLT1021 Slyde King FlashLt,ACG Brands,ACG Brands,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,NORMALIZED
NEB-FLT-0053,NEBFLT0053 2600L Flash Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,ACG Brands (1154),NEBFLT0053 2600L Flash Light,ACG Brands,ACG Brands,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,NORMALIZED
97708,97708 Police 800L Headlight,-- Unbranded --,-- No Unilog Brand --,Police Security,Police Security (9470),97708 Police 800L Headlight,Police Security,Police Security,97708,97708 Police 800L Headlight,NORMALIZED
WORK6000XLTPPLUG,6000L Twin Head Work Light,-- Unbranded --,-- No Unilog Brand --,Feit Electric,Feit Electric (3468),6000L Twin Head Work Light,Feit Electric Company,Feit Electric®,WORK6000XLTPPLUG,6000L Twin Head Work Light,NORMALIZED
HOM2040M200PRB,HOM2040M200PRB 200A Load Cntr,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Square D Con Prod Dv (6825),HOM2040M200PRB 200A Load Cntr,Square D Con Prod Dv,Square D Con Prod Dv,HOM2040M200PRB,HOM2040M200PRB 200A Load Cntr,NORMALIZED
HOM3060L225PGC,HOM3060L225PGC 225 Load Center,-- Unbranded --,-- No Unilog Brand --,Square D,Square D Con Prod Dv (6825),HOM3060L225PGC 225 Load Center,Square D Con Prod Dv,Square D Con Prod Dv,HOM3060L225PGC,HOM3060L225PGC 225 Load Center,NORMALIZED
QO612L100RBCP,QO612L100RBCP 100A Load Center,-- Unbranded --,-- No Unilog Brand --,Square D,Square D Con Prod Dv (6825),QO612L100RBCP 100A Load Center,Square D Con Prod Dv,Square D Con Prod Dv,QO612L100RBCP,QO612L100RBCP 100A Load Center,NORMALIZED
13093005,4/0 Aluminum Entrance Cable (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Southwire/g Turner (6603),4/0 Aluminum Entrance Cable (Linear Foot),Southwire/g Turner,Southwire/g Turner,13093005,4/0 Aluminum Entrance Cable (Linear Foot),NORMALIZED
12-4 SO,12-4 SO Cord (Linear Foot),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,12-4 SO Cord (Linear Foot),Unknown Manufacturer,Unknown Brand,12-4 SO,12-4 SO Cord (Linear Foot),NORMALIZED
